scorer,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000
bodyparts,nose,nose,nose,right ear,right ear,right ear,left ear,left ear,left ear,tail,tail,tail
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,406.9443664550781,566.855712890625,0.07767069339752197,406.4312438964844,578.8438110351562,0.0178261399269104,402.8110656738281,577.6709594726562,0.8579840660095215,397.8212585449219,595.35888671875,0.9883143305778503
1,407.4516906738281,566.3081665039062,0.027475476264953613,404.78631591796875,584.062255859375,0.009083539247512817,403.14111328125,577.7507934570312,0.8132184743881226,397.97357177734375,594.7257080078125,0.965530514717102
2,407.6187744140625,566.34912109375,0.0691734254360199,406.2497863769531,578.9613647460938,0.01387178897857666,402.9925231933594,577.4276123046875,0.8562685251235962,397.851806640625,594.8989868164062,0.9865696430206299
3,407.7168273925781,566.41455078125,0.08555775880813599,406.3420104980469,579.1766357421875,0.01791861653327942,403.1122131347656,577.6828002929688,0.8629264831542969,397.7331237792969,595.2691650390625,0.9837816953659058
4,407.563232421875,566.3659057617188,0.08105599880218506,406.5010070800781,578.9397583007812,0.015024155378341675,403.18133544921875,577.6578369140625,0.8547512888908386,397.80291748046875,595.3370971679688,0.9870436191558838
5,407.68194580078125,566.8492431640625,0.2790466547012329,406.75030517578125,578.825927734375,0.05635508894920349,402.6716003417969,577.3336791992188,0.9372611045837402,397.6988525390625,595.48779296875,0.9928963780403137
6,407.3751525878906,566.6593627929688,0.21456068754196167,406.4804992675781,578.9124145507812,0.0528968870639801,402.44805908203125,577.1993408203125,0.9435815215110779,397.9170227050781,595.0784301757812,0.9894074201583862
7,406.9666442871094,566.7255859375,0.18533214926719666,406.21246337890625,578.8209838867188,0.04751086235046387,402.2833557128906,577.1643676757812,0.9509689211845398,397.8896484375,595.1552734375,0.9910579919815063
8,406.91656494140625,566.7186889648438,0.2618013620376587,406.1265869140625,578.726806640625,0.06547698378562927,402.01824951171875,576.8922119140625,0.9644284248352051,397.80316162109375,595.0376586914062,0.9920380115509033
9,406.58233642578125,566.6370239257812,0.14863315224647522,405.5877380371094,578.7867431640625,0.043511539697647095,401.9185485839844,576.9761962890625,0.9693927764892578,398.03155517578125,594.8980102539062,0.9884697198867798
10,406.9821472167969,566.56396484375,0.08075675368309021,405.79449462890625,578.9888916015625,0.021289199590682983,402.417236328125,577.4912109375,0.9295293092727661,397.7190246582031,595.2568969726562,0.9886234998703003
11,407.1355285644531,566.5814819335938,0.053801387548446655,405.7210388183594,578.9060668945312,0.011924922466278076,402.61907958984375,577.67724609375,0.8807562589645386,397.7367248535156,595.22021484375,0.9885298013687134
12,407.2110595703125,566.53369140625,0.053155213594436646,405.91455078125,578.9487915039062,0.011453598737716675,402.75360107421875,577.82958984375,0.8591150045394897,397.72869873046875,595.3919677734375,0.9886529445648193
