,nose,nose,right ear,right ear,left ear,left ear,tail,tail
,x,y,x,y,x,y,x,y
0,-3.1517696380615234,-1.9867362976074217,-2.2981271743774414,-5.8336944580078125,-1.297529697418213,-1.772892951965332,-0.4957814216613769,-0.0075955390930175
1,-3.1517696380615234,-1.9867362976074217,-2.2981271743774414,-5.8336944580078125,-1.297529697418213,-1.772892951965332,-0.4957814216613769,-0.0075955390930175
2,-3.1517696380615234,-1.9867362976074217,-2.2981271743774414,-5.8336944580078125,-1.297529697418213,-1.772892951965332,-0.4957814216613769,-0.0075955390930175
3,-3.1517696380615234,-1.9867362976074217,-2.2981271743774414,-5.8336944580078125,-1.297529697418213,-1.772892951965332,-0.4957814216613769,-0.0075955390930175
4,-3.1517696380615234,-1.9867362976074217,-2.2981271743774414,-5.8336944580078125,-1.297529697418213,-1.772892951965332,-0.4957814216613769,-0.0075955390930175
5,-3.1517696380615234,-1.9867362976074217,-2.2981271743774414,-5.8336944580078125,-1.297529697418213,-1.772892951965332,-0.4957814216613769,-0.0075955390930175
6,-3.1517696380615234,-1.9867362976074217,-2.2981271743774414,-5.8336944580078125,-1.297529697418213,-1.772892951965332,-0.4957814216613769,-0.0075955390930175
7,-3.1517696380615234,-1.9867362976074217,-2.2981271743774414,-5.8336944580078125,-1.297529697418213,-1.772892951965332,-0.4957814216613769,-0.0075955390930175
8,-3.1517696380615234,-1.9867362976074217,-2.2981271743774414,-5.8336944580078125,-1.297529697418213,-1.772892951965332,-0.4957814216613769,-0.0075955390930175
9,-3.1517696380615234,-1.9867362976074217,-2.2981271743774414,-5.8336944580078125,-1.297529697418213,-1.772892951965332,-0.4957814216613769,-0.0075955390930175
10,-3.1517696380615234,-1.9867362976074217,-2.2981271743774414,-5.8336944580078125,-1.297529697418213,-1.772892951965332,-0.4957814216613769,-0.0075955390930175
11,-3.1517696380615234,-1.9867362976074217,-2.2981271743774414,-5.8336944580078125,-1.297529697418213,-1.772892951965332,-0.4957814216613769,-0.0075955390930175
12,-3.1517696380615234,-1.9867362976074217,-2.2981271743774414,-5.8336944580078125,-1.297529697418213,-1.772892951965332,-0.4957814216613769,-0.0075955390930175
13,-3.1517696380615234,-1.9867362976074217,-2.2981271743774414,-5.8336944580078125,-1.297529697418213,-1.772892951965332,-0.4957814216613769,-0.0075955390930175
14,-3.1517696380615234,-1.9867362976074217,-2.2981271743774414,-5.8336944580078125,-1.297529697418213,-1.772892951965332,-0.4957814216613769,-0.0075955390930175
15,-3.1517696380615234,-1.9867362976074217,-2.2981271743774414,-5.8336944580078125,-1.297529697418213,-1.772892951965332,-0.4957814216613769,-0.0075955390930175
16,-3.1517696380615234,-1.9867362976074217,-2.2981271743774414,-5.8336944580078125,-1.297529697418213,-1.772892951965332,-0.4957814216613769,-0.0075955390930175
17,-3.1517696380615234,-1.9867362976074217,-2.2981271743774414,-5.8336944580078125,-1.297529697418213,-1.772892951965332,-0.4957814216613769,-0.0075955390930175
18,-3.1517696380615234,-1.9867362976074217,-2.2981271743774414,-5.8336944580078125,-1.297529697418213,-1.772892951965332,-0.4957814216613769,-0.0075955390930175
19,-3.1517696380615234,-1.9867362976074217,-2.2981271743774414,-5.8336944580078125,-1.297529697418213,-1.772892951965332,-0.4957814216613769,-0.0075955390930175
20,-3.1517696380615234,-1.9867362976074217,-2.2981271743774414,-5.8336944580078125,-1.297529697418213,-1.772892951965332,-0.4957814216613769,-0.0075955390930175
21,-3.1517696380615234,-1.9867362976074217,-2.2981271743774414,-5.8336944580078125,-1.297529697418213,-1.772892951965332,-0.4957814216613769,-0.0075955390930175
22,-3.1517696380615234,-1.9867362976074217,-2.2981271743774414,-5.8336944580078125,-1.297529697418213,-1.772892951965332,-0.4957814216613769,-0.0075955390930175
23,-3.1517696380615234,-1.9867362976074217,-2.2981271743774414,-5.8336944580078125,-1.297529697418213,-1.772892951965332,-0.4957814216613769,-0.0075955390930175
24,-3.1517696380615234,-1.9867362976074217,-2.2981271743774414,-5.8336944580078125,-1.297529697418213,-1.772892951965332,-0.4957814216613769,-0.0075955390930175
25,-3.1517696380615234,-1.9867362976074217,-2.2981271743774414,-5.8336944580078125,-1.297529697418213,-1.772892951965332,-0.4957814216613769,-0.0075955390930175
26,-3.1517696380615234,-1.9867362976074217,-2.2981271743774414,-5.8336944580078125,-1.297529697418213,-1.772892951965332,-0.4957814216613769,-0.0075955390930175
27,-3.1517696380615234,-1.9867362976074217,-2.2981271743774414,-5.8336944580078125,-1.297529697418213,-1.772892951965332,-0.4957814216613769,-0.0075955390930175
28,-3.1517696380615234,-1.9867362976074217,-2.2981271743774414,-5.8336944580078125,-1.297529697418213,-1.772892951965332,-0.4957814216613769,-0.0075955390930175
29,-3.1517696380615234,-1.9867362976074217,-2.2981271743774414,-5.8336944580078125,-1.297529697418213,-1.772892951965332,-0.4957814216613769,-0.0075955390930175
30,-3.1517696380615234,-1.9867362976074217,-2.2981271743774414,-5.8336944580078125,-1.297529697418213,-1.772892951965332,-0.4957814216613769,-0.0075955390930175
31,-3.1517696380615234,-1.9867362976074217,-2.2981271743774414,-5.8336944580078125,-1.297529697418213,-1.772892951965332,-0.4957814216613769,-0.0075955390930175
32,-3.1517696380615234,-1.9867362976074217,-2.2981271743774414,-5.8336944580078125,-1.297529697418213,-1.772892951965332,-0.4957814216613769,-0.0075955390930175
33,-3.1517696380615234,-1.9867362976074217,-2.2981271743774414,-5.8336944580078125,-1.297529697418213,-1.772892951965332,-0.4957814216613769,-0.0075955390930175
34,-3.1517696380615234,-1.9867362976074217,-2.2981271743774414,-5.8336944580078125,-1.297529697418213,-1.772892951965332,-0.4957814216613769,-0.0075955390930175
35,-3.1517696380615234,-1.9867362976074217,-2.2981271743774414,-5.8336944580078125,-1.297529697418213,-1.772892951965332,-0.4957814216613769,-0.0075955390930175
36,-3.1517696380615234,-1.9867362976074217,-2.2981271743774414,-5.8336944580078125,-1.297529697418213,-1.772892951965332,-0.4957814216613769,-0.0075955390930175
37,-3.1517696380615234,-1.9867362976074217,-2.2981271743774414,-5.8336944580078125,-1.297529697418213,-1.772892951965332,-0.4957814216613769,-0.0075955390930175
38,-3.1517696380615234,-1.9867362976074217,-2.2981271743774414,-5.8336944580078125,-1.297529697418213,-1.772892951965332,-0.4957814216613769,-0.0075955390930175
39,-3.1517696380615234,-1.9867362976074217,-2.2981271743774414,-5.8336944580078125,-1.297529697418213,-1.772892951965332,-0.4957814216613769,-0.0075955390930175
40,-3.1517696380615234,-1.9867362976074217,-2.2981271743774414,-5.8336944580078125,-1.297529697418213,-1.772892951965332,-0.4957814216613769,-0.0075955390930175
41,-3.1517696380615234,-1.9867362976074217,-2.2981271743774414,-5.8336944580078125,-1.297529697418213,-1.772892951965332,-0.4957814216613769,-0.0075955390930175
